VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2,2025-01-01 02:15:28,2025-01-01 02:27:42,2.0,0.0,1.0,N,263,142,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0
2,2025-01-01 02:09:56,2025-01-01 02:14:14,1.0,0.81,1.0,N,151,41,1,6.5,1.0,0.5,1.8,0.0,1.0,10.8,0.0,0.0,0.0
2,2025-01-01 02:00:14,2025-01-01 02:09:19,4.0,2.0,1.0,N,114,87,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0
2,2025-01-01 02:04:13,2025-01-01 02:08:33,1.0,0.76,1.0,N,164,162,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0,0.0
2,2025-01-01 02:14:40,2025-01-01 02:20:34,1.0,1.06,1.0,N,233,107,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,0.0
2,2025-01-01 02:21:52,2025-01-01 02:37:58,1.0,4.23,1.0,N,137,256,2,22.6,1.0,0.5,0.0,0.0,1.0,27.6,2.5,0.0,0.0
2,2025-01-01 02:39:13,2025-01-01 02:49:48,1.0,3.0,1.0,N,256,65,2,16.3,1.0,0.5,0.0,0.0,1.0,18.8,0.0,0.0,0.0
2,2025-01-01 02:09:48,2025-01-01 02:34:07,1.0,5.93,1.0,N,249,141,1,28.2,1.0,0.5,8.3,0.0,1.0,41.5,2.5,0.0,0.0
2,2025-01-01 02:35:30,2025-01-01 02:44:15,1.0,2.18,1.0,N,141,137,1,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,0.0
2,2025-01-01 02:52:46,2025-01-01 02:54:49,1.0,0.58,1.0,N,107,79,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,0.0
2,2025-01-01 02:04:44,2025-01-01 02:14:42,1.0,1.56,1.0,N,158,79,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0
2,2025-01-01 02:19:06,2025-01-01 02:30:24,1.0,1.22,1.0,N,79,249,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,0.0
2,2025-01-01 02:31:55,2025-01-01 02:57:11,1.0,7.88,1.0,N,249,75,1,36.6,1.0,0.5,6.0,0.0,1.0,47.6,2.5,0.0,0.0
2,2025-01-01 02:09:03,2025-01-01 02:17:00,2.0,1.17,1.0,N,107,79,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
1,2025-01-01 02:54:41,2025-01-01 03:09:49,1.0,4.1,1.0,N,88,68,1,18.4,3.5,0.5,4.0,0.0,1.0,27.4,2.5,0.0,0.0
2,2025-01-01 02:16:10,2025-01-01 02:29:03,2.0,3.42,1.0,N,238,116,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0,0.0
2,2025-01-01 02:39:28,2025-01-01 02:49:51,2.0,2.54,1.0,N,166,239,2,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0,0.0
2,2025-01-01 02:50:59,2025-01-01 03:00:38,1.0,1.8,1.0,N,239,262,1,12.1,1.0,0.5,3.08,0.0,1.0,20.18,2.5,0.0,0.0
2,2025-01-01 02:50:28,2025-01-01 02:50:44,3.0,0.04,5.0,N,230,230,1,50.0,0.0,0.0,50.0,0.0,1.0,103.5,2.5,0.0,0.0
1,2025-01-01 02:36:43,2025-01-01 02:39:23,1.0,0.6,1.0,N,237,140,1,5.1,3.5,0.5,2.5,0.0,1.0,12.6,2.5,0.0,0.0
1,2025-01-01 02:55:50,2025-01-01 03:00:51,1.0,0.6,1.0,N,237,163,1,5.8,3.5,0.5,0.2,0.0,1.0,11.0,2.5,0.0,0.0
1,2025-01-01 02:51:27,2025-01-01 03:07:29,1.0,9.4,1.0,N,132,39,2,36.6,2.75,0.5,0.0,0.0,1.0,40.85,0.0,1.75,0.0
1,2025-01-01 02:55:42,2025-01-01 03:25:52,3.0,5.6,1.0,N,164,24,1,31.0,3.5,0.5,1.0,0.0,1.0,37.0,2.5,0.0,0.0
1,2025-01-01 02:00:35,2025-01-01 02:12:02,0.0,1.9,1.0,N,170,142,1,12.8,3.5,0.5,4.45,0.0,1.0,22.25,2.5,0.0,0.0
1,2025-01-01 02:25:26,2025-01-01 02:32:52,1.0,1.9,1.0,N,164,237,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0,0.0
1,2025-01-01 02:17:47,2025-01-01 02:49:47,2.0,7.1,1.0,N,186,264,1,38.7,3.5,0.5,5.0,0.0,1.0,48.7,2.5,0.0,0.0
2,2025-01-01 02:05:29,2025-01-01 02:09:55,2.0,0.85,1.0,N,140,229,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
2,2025-01-01 02:40:51,2025-01-01 03:07:57,1.0,3.97,1.0,N,163,114,1,25.4,1.0,0.5,0.0,0.0,1.0,30.4,2.5,0.0,0.0
2,2025-01-01 02:43:00,2025-01-01 02:48:19,1.0,0.79,1.0,N,246,48,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0
2,2025-01-01 02:06:30,2025-01-01 02:22:37,4.0,1.98,1.0,N,68,107,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0,0.0
2,2025-01-01 02:17:03,2025-01-01 02:23:07,1.0,0.69,1.0,N,263,262,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0
2,2025-01-01 02:15:12,2025-01-01 02:18:13,1.0,0.67,1.0,N,74,75,2,5.1,1.0,0.5,0.0,0.0,1.0,7.6,0.0,0.0,0.0
2,2025-01-01 02:33:53,2025-01-01 02:56:54,1.0,3.86,1.0,N,48,41,1,24.7,1.0,0.5,5.94,0.0,1.0,35.64,2.5,0.0,0.0
2,2025-01-01 02:09:32,2025-01-01 02:17:06,1.0,2.12,1.0,N,263,229,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0.0
2,2025-01-01 02:37:37,2025-01-01 03:09:49,2.0,10.16,1.0,N,142,189,1,44.3,1.0,0.5,9.86,0.0,1.0,59.16,2.5,0.0,0.0
1,2025-01-01 02:53:18,2025-01-01 03:07:03,4.0,2.9,1.0,N,148,229,1,16.3,3.5,0.5,7.0,0.0,1.0,28.3,2.5,0.0,0.0
2,2025-01-01 02:06:14,2025-01-01 02:20:24,1.0,2.74,1.0,N,162,249,2,-15.6,-1.0,-0.5,0.0,0.0,-1.0,-20.6,-2.5,0.0,0.0
2,2025-01-01 02:06:14,2025-01-01 02:20:24,1.0,2.74,1.0,N,162,249,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0,0.0
2,2025-01-01 02:25:21,2025-01-01 02:59:56,1.0,11.09,1.0,N,158,127,1,52.0,1.0,0.5,14.25,0.0,1.0,71.25,2.5,0.0,0.0
2,2025-01-01 02:02:34,2025-01-01 02:06:54,1.0,0.69,1.0,N,263,140,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
2,2025-01-01 02:23:18,2025-01-01 02:28:46,1.0,0.94,1.0,N,107,79,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0.0
2,2025-01-01 02:29:57,2025-01-01 02:40:47,3.0,1.65,1.0,N,79,249,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,0.0
2,2025-01-01 02:10:07,2025-01-01 02:33:35,1.0,9.12,1.0,N,263,125,4,-38.7,-1.0,-0.5,0.0,0.0,-1.0,-43.7,-2.5,0.0,0.0
2,2025-01-01 02:10:07,2025-01-01 02:33:35,1.0,9.12,1.0,N,263,125,4,38.7,1.0,0.5,0.0,0.0,1.0,43.7,2.5,0.0,0.0
2,2025-01-01 02:38:41,2025-01-01 02:38:57,4.0,0.0,5.0,N,125,125,2,50.0,0.0,0.0,0.0,0.0,1.0,53.5,2.5,0.0,0.0
2,2025-01-01 02:39:54,2025-01-01 02:40:03,4.0,0.0,5.0,N,125,125,2,55.0,0.0,0.0,0.0,0.0,1.0,58.5,2.5,0.0,0.0
2,2025-01-01 02:35:25,2025-01-01 02:43:23,1.0,0.99,1.0,N,148,79,1,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0,0.0
2,2025-01-01 02:44:49,2025-01-01 02:46:33,1.0,0.51,1.0,N,107,137,1,4.4,1.0,0.5,0.5,0.0,1.0,9.9,2.5,0.0,0.0
2,2025-01-01 02:48:25,2025-01-01 02:51:02,1.0,0.36,1.0,N,137,170,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0,0.0
2,2025-01-01 02:14:33,2025-01-01 02:38:20,2.0,3.74,1.0,N,79,48,1,24.0,1.0,0.5,2.9,0.0,1.0,31.9,2.5,0.0,0.0
2,2025-01-01 02:58:20,2025-01-01 03:13:39,1.0,1.65,1.0,N,48,137,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,0.0
2,2025-01-01 02:04:10,2025-01-01 02:04:19,1.0,0.0,2.0,N,234,234,2,-70.0,0.0,-0.5,0.0,0.0,-1.0,-74.0,-2.5,0.0,0.0
2,2025-01-01 02:04:10,2025-01-01 02:04:19,1.0,0.0,2.0,N,234,234,2,70.0,0.0,0.5,0.0,0.0,1.0,74.0,2.5,0.0,0.0
2,2025-01-01 02:05:02,2025-01-01 02:09:47,1.0,1.08,1.0,N,234,249,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0
2,2025-01-01 02:11:48,2025-01-01 02:25:00,1.0,1.67,1.0,N,249,186,2,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0,0.0
2,2025-01-01 02:26:08,2025-01-01 02:35:19,2.0,0.78,1.0,N,186,233,1,10.0,1.0,0.5,2.0,0.0,1.0,17.0,2.5,0.0,0.0
2,2025-01-01 02:51:04,2025-01-01 02:54:29,1.0,0.5,1.0,N,237,161,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0,0.0
1,2025-01-01 02:28:42,2025-01-01 02:34:55,2.0,1.4,1.0,N,249,144,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0,0.0
2,2025-01-01 02:18:29,2025-01-01 02:34:56,1.0,3.84,1.0,N,234,263,1,19.8,1.0,0.5,5.0,0.0,1.0,29.8,2.5,0.0,0.0
2,2025-01-01 02:41:55,2025-01-01 02:45:01,1.0,0.67,1.0,N,162,162,1,5.8,1.0,0.5,1.5,0.0,1.0,12.3,2.5,0.0,0.0
2,2025-01-01 02:18:35,2025-01-01 02:23:42,1.0,0.85,1.0,N,48,142,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0.0
2,2025-01-01 02:32:53,2025-01-01 02:38:21,1.0,0.93,1.0,N,229,140,1,7.2,1.0,0.5,1.0,0.0,1.0,13.2,2.5,0.0,0.0
2,2025-01-01 02:02:19,2025-01-01 02:09:33,1.0,1.38,1.0,N,162,140,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
2,2025-01-01 02:11:54,2025-01-01 02:36:11,1.0,5.45,1.0,N,262,223,1,27.5,1.0,0.5,5.0,0.0,1.0,37.5,2.5,0.0,0.0
2,2025-01-01 02:46:36,2025-01-01 02:53:52,4.0,0.86,1.0,N,79,4,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
2,2025-01-01 02:02:43,2025-01-01 02:38:47,2.0,5.96,1.0,N,48,255,1,35.2,1.0,0.5,10.05,0.0,1.0,50.25,2.5,0.0,0.0
2,2025-01-01 02:21:44,2025-01-01 02:40:50,1.0,3.56,1.0,N,50,79,1,20.5,1.0,0.5,6.38,0.0,1.0,31.88,2.5,0.0,0.0
2,2025-01-01 02:53:02,2025-01-01 03:04:08,4.0,3.83,1.0,N,107,263,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,0.0
2,2025-01-01 02:16:45,2025-01-01 02:35:52,3.0,2.66,1.0,N,34,36,1,19.1,1.0,0.5,4.32,0.0,1.0,25.92,0.0,0.0,0.0
2,2025-01-01 02:05:57,2025-01-01 02:22:29,1.0,3.48,1.0,N,143,249,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0,0.0
2,2025-01-01 02:24:54,2025-01-01 02:29:21,1.0,0.87,1.0,N,113,211,1,6.5,1.0,0.5,1.0,0.0,1.0,12.5,2.5,0.0,0.0
2,2025-01-01 02:34:07,2025-01-01 02:52:06,1.0,1.77,1.0,N,161,48,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,0.0
1,2025-01-01 02:15:12,2025-01-01 02:15:36,1.0,3.4,5.0,N,97,97,1,12.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0
2,2025-01-01 02:07:28,2025-01-01 02:15:45,2.0,1.48,1.0,N,144,249,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,0.0
2,2025-01-01 02:17:55,2025-01-01 02:50:45,4.0,7.25,1.0,N,249,152,1,39.4,1.0,0.5,8.88,0.0,1.0,53.28,2.5,0.0,0.0
2,2025-01-01 02:41:07,2025-01-01 02:44:32,2.0,0.41,1.0,N,42,42,1,5.1,1.0,0.5,0.0,0.0,1.0,7.6,0.0,0.0,0.0
2,2025-01-01 02:40:17,2025-01-01 02:53:45,1.0,2.2,1.0,N,79,246,1,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0,0.0
2,2025-01-01 02:07:47,2025-01-01 02:23:47,1.0,2.76,1.0,N,148,80,1,18.4,1.0,0.5,7.02,0.0,1.0,30.42,2.5,0.0,0.0
2,2025-01-01 02:28:58,2025-01-01 02:47:14,2.0,2.79,1.0,N,80,145,1,19.1,1.0,0.5,4.32,0.0,1.0,25.92,0.0,0.0,0.0
2,2025-01-01 02:14:44,2025-01-01 02:56:54,4.0,9.74,1.0,N,107,116,1,47.1,1.0,0.5,8.0,0.0,1.0,60.1,2.5,0.0,0.0
2,2025-01-01 02:59:30,2025-01-01 03:03:01,1.0,0.42,1.0,N,116,116,1,5.1,1.0,0.5,0.0,0.0,1.0,7.6,0.0,0.0,0.0
2,2025-01-01 02:45:48,2025-01-01 02:54:42,1.0,1.62,1.0,N,238,142,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0,0.0
2,2025-01-01 02:57:57,2025-01-01 03:14:08,1.0,2.22,1.0,N,164,140,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0,0.0
2,2025-01-01 02:44:31,2025-01-01 03:29:46,2.0,8.7,1.0,N,50,80,2,46.4,1.0,0.5,0.0,0.0,1.0,51.4,2.5,0.0,0.0
2,2025-01-01 02:56:08,2025-01-01 03:20:32,1.0,6.26,1.0,N,148,48,1,30.3,1.0,0.5,25.0,0.0,1.0,60.3,2.5,0.0,0.0
1,2025-01-01 02:00:57,2025-01-01 02:04:35,2.0,0.6,1.0,N,236,262,1,5.8,3.5,0.5,2.15,0.0,1.0,12.95,2.5,0.0,0.0
1,2025-01-01 02:46:53,2025-01-01 02:49:10,1.0,0.4,1.0,N,107,113,1,4.4,3.5,0.5,2.0,0.0,1.0,11.4,2.5,0.0,0.0
2,2025-01-01 02:09:13,2025-01-01 02:10:53,1.0,0.12,1.0,N,47,47,2,-3.7,-1.0,-0.5,0.0,0.0,-1.0,-6.2,0.0,0.0,0.0
2,2025-01-01 02:09:13,2025-01-01 02:10:53,1.0,0.12,1.0,N,47,47,2,3.7,1.0,0.5,0.0,0.0,1.0,6.2,0.0,0.0,0.0
1,2025-01-01 02:32:02,2025-01-01 02:42:08,1.0,1.4,1.0,N,186,246,3,10.0,3.5,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0.0
1,2025-01-01 02:54:51,2025-01-01 03:11:31,2.0,3.5,1.0,N,230,151,1,17.7,3.5,0.5,5.65,0.0,1.0,28.35,2.5,0.0,0.0
1,2025-01-01 02:03:26,2025-01-01 02:26:03,2.0,2.6,1.0,N,229,186,3,21.9,3.5,0.5,0.0,0.0,1.0,26.9,2.5,0.0,0.0
1,2025-01-01 02:33:59,2025-01-01 02:40:03,1.0,0.5,1.0,N,68,48,1,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0
1,2025-01-01 02:43:18,2025-01-01 02:51:09,2.0,0.7,1.0,N,48,230,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0,0.0
2,2025-01-01 02:31:03,2025-01-01 02:45:33,1.0,4.67,1.0,N,16,252,2,21.2,1.0,0.5,0.0,0.0,1.0,23.7,0.0,0.0,0.0
2,2025-01-01 02:06:28,2025-01-01 02:17:53,2.0,2.04,1.0,N,186,229,1,13.5,1.0,0.5,2.78,0.0,1.0,21.28,2.5,0.0,0.0
2,2025-01-01 02:54:41,2025-01-01 02:59:45,1.0,0.63,1.0,N,60,78,1,6.5,1.0,0.5,5.0,0.0,1.0,14.0,0.0,0.0,0.0
2,2025-01-01 02:00:52,2025-01-01 02:10:53,1.0,0.58,1.0,N,161,170,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,0.0
2,2025-01-01 02:42:42,2025-01-01 03:02:35,1.0,3.58,1.0,N,237,158,1,21.2,1.0,0.5,5.24,0.0,1.0,31.44,2.5,0.0,0.0
2,2025-01-01 02:07:48,2025-01-01 02:14:54,5.0,0.97,1.0,N,170,161,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
2,2025-01-01 02:27:29,2025-01-01 02:34:15,5.0,0.59,1.0,N,161,230,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0
2,2025-01-01 02:38:26,2025-01-01 02:59:37,5.0,4.66,1.0,N,163,179,2,25.4,1.0,0.5,0.0,0.0,1.0,30.4,2.5,0.0,0.0
2,2025-01-01 02:01:49,2025-01-01 02:17:10,2.0,2.28,1.0,N,148,13,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,0.0
2,2025-01-01 02:42:39,2025-01-01 03:20:13,1.0,4.48,1.0,N,114,142,1,33.1,1.0,0.5,7.62,0.0,1.0,45.72,2.5,0.0,0.0
2,2025-01-01 02:52:39,2025-01-01 02:56:38,3.0,0.95,1.0,N,141,263,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0.0
2,2025-01-01 02:53:39,2025-01-01 03:10:43,1.0,2.49,1.0,N,249,48,1,17.0,1.0,0.5,5.5,0.0,1.0,27.5,2.5,0.0,0.0
2,2025-01-01 01:55:55,2025-01-01 02:12:39,1.0,2.06,1.0,N,79,158,1,16.3,1.0,0.5,2.13,0.0,1.0,23.43,2.5,0.0,0.0
2,2025-01-01 02:13:00,2025-01-01 02:20:44,1.0,0.94,1.0,N,158,90,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
2,2025-01-01 02:22:29,2025-01-01 02:40:31,1.0,2.84,1.0,N,264,264,1,18.4,1.0,0.5,0.0,0.0,1.0,23.4,2.5,0.0,0.0
2,2025-01-01 02:54:28,2025-01-01 03:17:30,1.0,10.55,1.0,N,50,119,1,43.6,1.0,0.5,1.1,0.0,1.0,49.7,2.5,0.0,0.0
2,2025-01-01 02:20:53,2025-01-01 02:26:25,1.0,2.77,1.0,N,132,132,3,-12.8,-1.0,-0.5,0.0,0.0,-1.0,-17.05,0.0,-1.75,0.0
2,2025-01-01 02:20:53,2025-01-01 02:26:25,1.0,2.77,1.0,N,132,132,3,12.8,1.0,0.5,0.0,0.0,1.0,17.05,0.0,1.75,0.0
2,2025-01-01 02:17:10,2025-01-01 02:23:27,2.0,1.26,1.0,N,141,233,1,8.6,1.0,0.5,1.36,0.0,1.0,14.96,2.5,0.0,0.0
2,2025-01-01 02:47:12,2025-01-01 02:52:43,1.0,1.21,1.0,N,249,107,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0
2,2025-01-01 02:55:46,2025-01-01 03:22:05,1.0,8.11,1.0,N,170,49,1,35.9,1.0,0.5,20.0,0.0,1.0,60.9,2.5,0.0,0.0
2,2025-01-01 02:03:13,2025-01-01 02:03:21,2.0,0.01,2.0,N,239,239,2,-70.0,0.0,-0.5,0.0,0.0,-1.0,-74.0,-2.5,0.0,0.0
2,2025-01-01 02:03:13,2025-01-01 02:03:21,2.0,0.01,2.0,N,239,239,2,70.0,0.0,0.5,0.0,0.0,1.0,74.0,2.5,0.0,0.0
2,2025-01-01 02:04:46,2025-01-01 02:20:16,2.0,2.56,1.0,N,239,42,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,0.0
2,2025-01-01 02:39:37,2025-01-01 02:50:47,2.0,2.72,1.0,N,230,142,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0.0
2,2025-01-01 02:15:50,2025-01-01 02:31:07,1.0,3.1,1.0,N,164,229,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0,0.0
2,2025-01-01 02:39:33,2025-01-01 02:44:07,1.0,1.09,1.0,N,233,137,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0.0
2,2025-01-01 02:47:04,2025-01-01 03:15:08,1.0,9.47,1.0,N,170,244,2,39.4,1.0,0.5,0.0,0.0,1.0,44.4,2.5,0.0,0.0
2,2025-01-01 02:09:16,2025-01-01 02:48:43,1.0,6.96,1.0,N,249,263,1,41.5,1.0,0.5,10.0,0.0,1.0,56.5,2.5,0.0,0.0
2,2025-01-01 02:48:09,2025-01-01 03:05:07,2.0,7.43,5.0,N,246,244,1,60.0,0.0,0.0,0.0,0.0,1.0,63.5,2.5,0.0,0.0
2,2025-01-01 02:57:12,2025-01-01 03:08:11,1.0,2.15,1.0,N,151,263,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0.0
2,2025-01-01 02:19:38,2025-01-01 02:46:14,1.0,1.91,1.0,N,48,50,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0,0.0
2,2025-01-01 02:39:47,2025-01-01 02:48:48,1.0,1.89,1.0,N,249,170,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0.0
2,2025-01-01 02:56:44,2025-01-01 03:11:11,3.0,2.16,1.0,N,164,50,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0.0
2,2025-01-01 02:08:21,2025-01-01 02:41:54,1.0,4.63,1.0,N,48,4,1,30.3,1.0,0.5,0.0,0.0,1.0,35.3,2.5,0.0,0.0
2,2025-01-01 02:44:50,2025-01-01 03:03:33,1.0,3.41,1.0,N,79,230,1,19.8,1.0,0.5,2.0,0.0,1.0,26.8,2.5,0.0,0.0
2,2025-01-01 02:23:11,2025-01-01 02:36:51,2.0,3.69,1.0,N,234,263,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0,0.0
2,2025-01-01 02:06:19,2025-01-01 02:34:09,1.0,5.12,1.0,N,79,255,2,30.3,1.0,0.5,0.0,0.0,1.0,35.3,2.5,0.0,0.0
2,2025-01-01 02:35:40,2025-01-01 02:35:46,3.0,0.0,5.0,N,255,255,1,30.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0
2,2025-01-01 02:25:57,2025-01-01 02:32:31,1.0,0.52,1.0,N,43,163,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,0.0
2,2025-01-01 02:39:13,2025-01-01 02:47:44,1.0,0.71,1.0,N,48,48,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
2,2025-01-01 02:53:54,2025-01-01 02:55:29,1.0,0.47,1.0,N,141,141,1,4.4,1.0,0.5,2.0,0.0,1.0,11.4,2.5,0.0,0.0
2,2025-01-01 02:58:42,2025-01-01 03:03:35,1.0,1.55,1.0,N,140,75,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
2,2025-01-01 02:17:05,2025-01-01 02:57:00,1.0,11.53,1.0,N,114,127,1,55.5,1.0,0.5,12.1,0.0,1.0,72.6,2.5,0.0,0.0
2,2025-01-01 02:37:38,2025-01-01 02:44:20,1.0,0.87,1.0,N,164,234,1,8.6,1.0,0.5,1.0,0.0,1.0,14.6,2.5,0.0,0.0
2,2025-01-01 02:48:05,2025-01-01 02:59:46,1.0,1.94,1.0,N,249,170,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0.0
2,2025-01-01 02:19:58,2025-01-01 02:43:31,1.0,5.64,1.0,N,113,225,1,28.9,1.0,0.5,5.0,0.0,1.0,38.9,2.5,0.0,0.0
2,2025-01-01 02:24:08,2025-01-01 02:24:20,1.0,0.0,5.0,N,255,255,1,37.0,0.0,0.0,6.0,0.0,1.0,44.0,0.0,0.0,0.0
2,2025-01-01 02:18:09,2025-01-01 02:30:27,2.0,3.86,1.0,N,41,244,2,19.1,1.0,0.5,0.0,0.0,1.0,21.6,0.0,0.0,0.0
2,2025-01-01 02:09:53,2025-01-01 02:25:04,4.0,2.68,1.0,N,162,158,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,0.0
2,2025-01-01 02:52:31,2025-01-01 03:10:04,1.0,4.22,1.0,N,249,49,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0,0.0
2,2025-01-01 02:52:07,2025-01-01 02:52:13,1.0,0.0,5.0,N,236,236,3,-50.0,0.0,0.0,0.0,0.0,-1.0,-53.5,-2.5,0.0,0.0
2,2025-01-01 02:52:07,2025-01-01 02:52:13,1.0,0.0,5.0,N,236,236,3,50.0,0.0,0.0,0.0,0.0,1.0,53.5,2.5,0.0,0.0
1,2025-01-01 02:33:52,2025-01-01 02:51:08,1.0,5.1,1.0,N,230,42,1,23.3,3.5,0.5,4.0,0.0,1.0,32.3,2.5,0.0,0.0
2,2025-01-01 02:01:42,2025-01-01 02:11:27,2.0,1.35,1.0,N,158,234,1,10.7,1.0,0.5,1.0,0.0,1.0,16.7,2.5,0.0,0.0
2,2025-01-01 02:12:53,2025-01-01 02:42:00,1.0,4.07,1.0,N,234,217,1,28.2,1.0,0.5,6.64,0.0,1.0,39.84,2.5,0.0,0.0
2,2025-01-01 02:00:08,2025-01-01 02:50:19,1.0,9.66,1.0,N,79,42,1,54.8,1.0,0.5,14.95,0.0,1.0,74.75,2.5,0.0,0.0
2,2025-01-01 02:06:25,2025-01-01 02:24:24,1.0,6.83,1.0,N,142,243,1,30.3,1.0,0.5,7.06,0.0,1.0,42.36,2.5,0.0,0.0
2,2025-01-01 02:08:39,2025-01-01 02:43:02,1.0,3.61,1.0,N,79,229,1,30.3,1.0,0.5,3.53,0.0,1.0,38.83,2.5,0.0,0.0
2,2025-01-01 02:44:46,2025-01-01 02:49:28,1.0,1.42,1.0,N,229,262,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
2,2025-01-01 02:50:02,2025-01-01 03:02:31,1.0,4.39,1.0,N,262,79,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0,0.0
1,2025-01-01 02:05:29,2025-01-01 02:13:05,1.0,1.5,1.0,N,79,233,2,10.0,3.5,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0.0
